"Table S3: The table provides the IMPPAT Phytochemical identifier, Chemical name, SMILES, InChI and QEDw score for the 1335 drug-like phytochemicals in IMPPAT 2.0 identified in this study.",,,,
IMPPAT Phytochemical identifier,Chemical name,SMILES,InChI,QEDw
IMPHY006106,Limocitrin,COc1cc(ccc1O)c1oc2c(OC)c(O)cc(c2c(=O)c1O)O,"InChI=1S/C17H14O8/c1-23-11-5-7(3-4-8(11)18)15-14(22)13(21)12-9(19)6-10(20)16(24-2)17(12)25-15/h3-6,18-20,22H,1-2H3",0.5683
IMPHY001320,Gibberellin A5,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)CC=CC2(C)C(=O)O3,"InChI=1S/C19H22O5/c1-10-8-17-9-18(10,23)7-4-11(17)19-6-3-5-16(2,15(22)24-19)13(19)12(17)14(20)21/h3,5,11-13,23H,1,4,6-9H2,2H3,(H,20,21)/t11-,12-,13-,16?,17+,18+,19-/m1/s1",0.5678
IMPHY001206,"(1R,2R,5R,8R,9S,10R,13R)-13-Hydroxy-11-methyl-6-methylidene-16-oxo-15-oxapentacyclo[9.3.2.15,8.01,10.02,8]heptadecane-9-carboxylic acid",O[C@H]1C[C@@]23OC(=O)C(C1)([C@H]3[C@@H]([C@]13[C@H]2CC[C@H](C1)C(=C)C3)C(=O)O)C,"InChI=1S/C19H24O5/c1-9-5-18-6-10(9)3-4-12(18)19-8-11(20)7-17(2,16(23)24-19)14(19)13(18)15(21)22/h10-14,20H,1,3-8H2,2H3,(H,21,22)/t10-,11-,12-,13-,14-,17?,18+,19-/m1/s1",0.5676
IMPHY002600,Gibberellin A61,OC(=O)[C@H]1[C@H]2[C@@]3([C@H]4[C@]51CC(=C)[C@@H](C5)CC4)OC(=O)[C@]2(C)CC[C@H]3O,"InChI=1S/C19H24O5/c1-9-7-18-8-10(9)3-4-11(18)19-12(20)5-6-17(2,16(23)24-19)14(19)13(18)15(21)22/h10-14,20H,1,3-8H2,2H3,(H,21,22)/t10-,11-,12-,13-,14-,17-,18+,19+/m1/s1",0.5676
IMPHY007843,Gibberellin A4,C=C1C[C@@]23C[C@H]1CC[C@H]3[C@@]13[C@H]([C@@H]2C(=O)O)[C@@](C)([C@H](CC1)O)C(=O)O3,"InChI=1S/C19H24O5/c1-9-7-18-8-10(9)3-4-11(18)19-6-5-12(20)17(2,16(23)24-19)14(19)13(18)15(21)22/h10-14,20H,1,3-8H2,2H3,(H,21,22)/t10-,11-,12+,13-,14-,17-,18+,19-/m1/s1",0.5676
IMPHY008719,Gibberellin ga45,OC(=O)C1C2C3(C4C51CC(C(=C)C5O)CC4)CCCC2(C)C(=O)O3,"InChI=1S/C19H24O5/c1-9-10-4-5-11-18(8-10,14(9)20)12(15(21)22)13-17(2)6-3-7-19(11,13)24-16(17)23/h10-14,20H,1,3-8H2,2H3,(H,21,22)",0.5676
IMPHY008571,Menispermacide,O=C1O[C@H](C[C@]2([C@@H]1C[C@H]1OC(=O)[C@@]34[C@@]1([C@H]2CC[C@H]4O3)C)C)c1cocc1,"InChI=1S/C20H22O6/c1-18-8-12(10-5-6-23-9-10)24-16(21)11(18)7-15-19(2)13(18)3-4-14-20(19,26-14)17(22)25-15/h5-6,9,11-15H,3-4,7-8H2,1-2H3/t11-,12-,13+,14-,15-,18+,19-,20+/m1/s1",0.5674
IMPHY000357,Rumberine,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1C[C@@H]1N(C2)CC[C@]21C(=O)Nc1c2cc(O)cc1)C,"InChI=1S/C21H24N2O5/c1-11-14-9-23-6-5-21(16-7-12(24)3-4-17(16)22-20(21)26)18(23)8-13(14)15(10-28-11)19(25)27-2/h3-4,7,10-11,13-14,18,24H,5-6,8-9H2,1-2H3,(H,22,26)/t11-,13-,14-,18-,21-/m0/s1",0.5668
IMPHY007809,Coleon A,C=CCC1(C)C(O)Oc2c1c(C)c1c(c2O)C(=C(C(=O)C1=O)C(C)C)O,"InChI=1S/C20H22O6/c1-6-7-20(5)13-9(4)11-12(17(24)18(13)26-19(20)25)14(21)10(8(2)3)15(22)16(11)23/h6,8,19,21,24-25H,1,7H2,2-5H3",0.5668
IMPHY006739,Gibberellin A7,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@@H](C5)CC4)C=C[C@@H]([C@@]2(C)C(=O)O3)O,"InChI=1S/C19H22O5/c1-9-7-18-8-10(9)3-4-11(18)19-6-5-12(20)17(2,16(23)24-19)14(19)13(18)15(21)22/h5-6,10-14,20H,1,3-4,7-8H2,2H3,(H,21,22)/t10-,11-,12+,13-,14-,17-,18+,19-/m1/s1",0.5667
IMPHY013730,Rizolipase,Oc1ccc(c(c1)O)/N=N/c1ccccn1.[Na+],"InChI=1S/C11H9N3O2.Na/c15-8-4-5-9(10(16)7-8)13-14-11-3-1-2-6-12-11;/h1-7,15-16H;/q;+1/b14-13+;",0.5667
IMPHY012364,Cronaburmine,O=C1OC2CCN3C2C(=CC3)COC(=O)C(C(C1C)C)C(O)C,"InChI=1S/C17H25NO5/c1-9-10(2)16(20)23-13-5-7-18-6-4-12(15(13)18)8-22-17(21)14(9)11(3)19/h4,9-11,13-15,19H,5-8H2,1-3H3",0.5665
IMPHY004912,"5,6,7-Trihydroxy-2-methylchromone",Cc1oc2cc(O)c(c(c2c(=O)c1)O)O,"InChI=1S/C10H8O5/c1-4-2-5(11)8-7(15-4)3-6(12)9(13)10(8)14/h2-3,12-14H,1H3",0.566
IMPHY017853,gamma-Ponalactone,O=C1O[C@@H](C(C)C)C2=C[C@H]3[C@H]4[C@@](C2=C1)(C)C1OC1[C@H]([C@@]4(C)C(=O)O3)O,"InChI=1S/C19H22O6/c1-7(2)12-8-5-10-14-18(3,9(8)6-11(20)24-12)16-13(25-16)15(21)19(14,4)17(22)23-10/h5-7,10,12-16,21H,1-4H3/t10-,12-,13?,14-,15+,16?,18-,19-/m0/s1",0.5659
IMPHY008293,"2,4,6-Trihydroxy-3-methyl-5-(3-methylbutanoyl)benzaldehyde",O=Cc1c(O)c(C(=O)CC(C)C)c(c(c1O)C)O,"InChI=1S/C13H16O5/c1-6(2)4-9(15)10-12(17)7(3)11(16)8(5-14)13(10)18/h5-6,16-18H,4H2,1-3H3",0.5634
IMPHY008611,Niazinin,COC(=S)NCc1ccc(cc1)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,"InChI=1S/C15H21NO6S/c1-8-11(17)12(18)13(19)14(21-8)22-10-5-3-9(4-6-10)7-16-15(23)20-2/h3-6,8,11-14,17-19H,7H2,1-2H3,(H,16,23)/t8-,11-,12+,13+,14-/m0/s1",0.5632
IMPHY004116,"(1R,2R,5S,8S,9S,10S,11S)-5-hydroxy-11-methyl-6-methylidene-12-oxo-13-oxapentacyclo[9.3.3.15,8.01,10.02,8]octadecane-9-carboxylic acid",OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)CCC[C@]2(C)C(=O)OC3,"InChI=1S/C20H26O5/c1-11-8-19-9-20(11,24)7-4-12(19)18-6-3-5-17(2,16(23)25-10-18)14(18)13(19)15(21)22/h12-14,24H,1,3-10H2,2H3,(H,21,22)/t12-,13+,14+,17-,18+,19-,20-/m0/s1",0.563
IMPHY003504,Allamandicin,COC(=O)C1=COC2C3C1C=CC13OC(=O)C(C1O2)C(O)C,"InChI=1S/C15H16O7/c1-6(16)9-11-15(22-13(9)18)4-3-7-8(12(17)19-2)5-20-14(21-11)10(7)15/h3-7,9-11,14,16H,1-2H3",0.5621
IMPHY000478,Narlumidine,CN(CCc1cc2OCOc2cc1C(=O)C1OC(=O)c2c1ccc1c2OCO1)C,"InChI=1S/C21H19NO7/c1-22(2)6-5-11-7-15-16(27-9-26-15)8-13(11)18(23)19-12-3-4-14-20(28-10-25-14)17(12)21(24)29-19/h3-4,7-8,19H,5-6,9-10H2,1-2H3",0.5617
IMPHY002119,Corotoxigenin,O=C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)O,"InChI=1S/C23H32O5/c1-21-7-5-18-19(3-2-15-11-16(25)4-8-22(15,18)13-24)23(21,27)9-6-17(21)14-10-20(26)28-12-14/h10,13,15-19,25,27H,2-9,11-12H2,1H3/t15-,16-,17+,18-,19+,21+,22+,23-/m0/s1",0.5613
IMPHY000891,Miraxanthin iiis,Oc1ccc(cc1)CCNC=CC1=CC(=NC(C1)C(=O)O)C(=O)O,"InChI=1S/C17H18N2O5/c20-13-3-1-11(2-4-13)5-7-18-8-6-12-9-14(16(21)22)19-15(10-12)17(23)24/h1-4,6,8-9,15,18,20H,5,7,10H2,(H,21,22)(H,23,24)",0.5603
IMPHY010458,"[(2S,4R,8S,9R,12R)-1,12-dihydroxy-2,11-dimethyl-7-methylidene-6-oxo-5,14-dioxatricyclo[9.2.1.04,8]tetradecan-9-yl] 2-methylpropanoate",O=C(C(C)C)O[C@@H]1CC2(C)OC(C[C@H]2O)([C@H](C[C@@H]2[C@@H]1C(=C)C(=O)O2)C)O,"InChI=1S/C19H28O7/c1-9(2)16(21)25-13-7-18(5)14(20)8-19(23,26-18)10(3)6-12-15(13)11(4)17(22)24-12/h9-10,12-15,20,23H,4,6-8H2,1-3,5H3/t10-,12+,13+,14+,15-,18?,19?/m0/s1",0.5595
IMPHY016189,"1,4,7,10,13,16,19-Heptaoxa-2-cycloheneicosanone",O=C1OCCOCCOCCOCCOCCOCCOC1,InChI=1S/C14H26O8/c15-14-13-21-10-9-19-6-5-17-2-1-16-3-4-18-7-8-20-11-12-22-14/h1-13H2,0.5595
IMPHY008612,Niazimicin A,CCOC(=S)NCc1ccc(cc1)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,"InChI=1S/C16H23NO6S/c1-3-21-16(24)17-8-10-4-6-11(7-5-10)23-15-14(20)13(19)12(18)9(2)22-15/h4-7,9,12-15,18-20H,3,8H2,1-2H3,(H,17,24)/t9-,12-,13+,14+,15-/m0/s1",0.5587
IMPHY002771,Coeloginin,COc1c(OC)c(O)c2c3c1CCc1c3c(oc2=O)cc(c1)O,"InChI=1S/C17H14O6/c1-21-15-9-4-3-7-5-8(18)6-10-11(7)12(9)13(17(20)23-10)14(19)16(15)22-2/h5-6,18-19H,3-4H2,1-2H3",0.5578
IMPHY004424,Terrestriamide,COc1cc(/C=C/C(=O)NCC(=O)c2ccc(cc2)O)ccc1O,"InChI=1S/C18H17NO5/c1-24-17-10-12(2-8-15(17)21)3-9-18(23)19-11-16(22)13-4-6-14(20)7-5-13/h2-10,20-21H,11H2,1H3,(H,19,23)/b9-3+",0.5578
IMPHY000615,Triptolide,O=C1OCC2=C1CC[C@]1([C@H]2C[C@H]2[C@@]3([C@@]41O[C@H]4[C@@H]1O[C@@]1([C@H]3O)C(C)C)O2)C,"InChI=1S/C20H24O6/c1-8(2)18-13(25-18)14-20(26-14)17(3)5-4-9-10(7-23-15(9)21)11(17)6-12-19(20,24-12)16(18)22/h8,11-14,16,22H,4-7H2,1-3H3/t11-,12-,13-,14-,16+,17-,18-,19+,20+/m0/s1",0.5569
IMPHY016872,Vinbarbital,CC/C=C(/C1(CC)C(=O)NC(=O)NC1=O)\C,"InChI=1S/C11H16N2O3/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h6H,4-5H2,1-3H3,(H2,12,13,14,15,16)/b7-6+",0.5566
IMPHY005309,Kievitone hydrate,Oc1ccc(c(c1)O)C1COc2c(C1=O)c(O)cc(c2CCC(O)(C)C)O,"InChI=1S/C20H22O7/c1-20(2,26)6-5-12-15(23)8-16(24)17-18(25)13(9-27-19(12)17)11-4-3-10(21)7-14(11)22/h3-4,7-8,13,21-24,26H,5-6,9H2,1-2H3",0.5564
IMPHY001015,(-)-8-Oxotetrahydropalmatine,Oc1cc2CCN3C(c2cc1O)Cc1c(C3=O)c(O)c(cc1)O,"InChI=1S/C17H15NO5/c19-12-2-1-9-5-11-10-7-14(21)13(20)6-8(10)3-4-18(11)17(23)15(9)16(12)22/h1-2,6-7,11,19-22H,3-5H2",0.5557
IMPHY014434,"5,6-Dihydroxy-1,3-dimethoxy-9H-xanthen-9-one",COc1cc(OC)c2c(c1)oc1c(c2=O)ccc(c1O)O,"InChI=1S/C15H12O6/c1-19-7-5-10(20-2)12-11(6-7)21-15-8(13(12)17)3-4-9(16)14(15)18/h3-6,16,18H,1-2H3",0.5556
IMPHY009089,(+)-Usnic acid,CC(=O)C1=C(O)C=C2C(C1=O)(C)c1c(O)c(C)c(c(c1O2)C(=O)C)O,"InChI=1S/C18H16O7/c1-6-14(22)12(8(3)20)16-13(15(6)23)18(4)10(25-16)5-9(21)11(7(2)19)17(18)24/h5,21-23H,1-4H3",0.5548
IMPHY013141,16-Epivoacarpine,C/C=C\1/CN2[C@@H]3[C@]([C@H]1C[C@@]2(O)c1c(C3)c2c([nH]1)cccc2)(CO)C(=O)OC,"InChI=1S/C21H24N2O4/c1-3-12-10-23-17-8-14-13-6-4-5-7-16(13)22-18(14)21(23,26)9-15(12)20(17,11-24)19(25)27-2/h3-7,15,17,22,24,26H,8-11H2,1-2H3/b12-3-/t15-,17-,20+,21+/m0/s1",0.5546
IMPHY000519,(+)-Mopanol,Oc1ccc2c(c1)O[C@H]1[C@H]([C@@H]2O)OCc2c1ccc(c2O)O,"InChI=1S/C16H14O6/c17-7-1-2-9-12(5-7)22-15-8-3-4-11(18)13(19)10(8)6-21-16(15)14(9)20/h1-5,14-20H,6H2/t14-,15-,16+/m1/s1",0.5545
IMPHY002916,Riboprine,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCC=C(C)C,"InChI=1S/C15H21N5O4/c1-8(2)3-4-16-13-10-14(18-6-17-13)20(7-19-10)15-12(23)11(22)9(5-21)24-15/h3,6-7,9,11-12,15,21-23H,4-5H2,1-2H3,(H,16,17,18)/t9-,11-,12-,15-/m1/s1",0.5544
IMPHY011168,Sisafolin,COc1cc(O)ccc1c1cc(=O)oc2c1c(O)c(c(c2)OC)C=O,"InChI=1S/C18H14O7/c1-23-13-5-9(20)3-4-10(13)11-6-16(21)25-15-7-14(24-2)12(8-19)18(22)17(11)15/h3-8,20,22H,1-2H3",0.5544
IMPHY014014,"9-Hydroxy-3-(hydroxymethyl)furo[3,2-b]naphtho[2,3-d]furan-5,10-dione",OCc1coc2c1oc1c2C(=O)c2c(C1=O)cccc2O,"InChI=1S/C15H8O6/c16-4-6-5-20-15-10-12(19)9-7(2-1-3-8(9)17)11(18)14(10)21-13(6)15/h1-3,5,16-17H,4H2",0.5541
IMPHY013685,Solanolone,OC1CCC2C(C1O)c1cc(C)c(cc1C(=O)C2O)O,"InChI=1S/C15H18O5/c1-6-4-8-9(5-11(6)17)14(19)13(18)7-2-3-10(16)15(20)12(7)8/h4-5,7,10,12-13,15-18,20H,2-3H2,1H3",0.5529
IMPHY011233,"(6aS,11bS)-7,11b-dihydro-6H-indeno[2,1-c]chromene-3,6a,9,10-tetrol",Oc1ccc2c(c1)OC[C@]1([C@H]2c2cc(O)c(cc2C1)O)O,"InChI=1S/C16H14O5/c17-9-1-2-10-14(4-9)21-7-16(20)6-8-3-12(18)13(19)5-11(8)15(10)16/h1-5,15,17-20H,6-7H2/t15-,16-/m1/s1",0.5525
IMPHY007383,Nigellic acid,OCC1=CC(=O)CC(C1(O)/C=C/C(=C\C(=O)[O-])/C)(C)C,"InChI=1S/C15H20O5/c1-10(6-13(18)19)4-5-15(20)11(9-16)7-12(17)8-14(15,2)3/h4-7,16,20H,8-9H2,1-3H3,(H,18,19)/p-1/b5-4+,10-6-",0.5524
IMPHY002779,Coleonol F,C=C[C@@]1(C)CC(=O)[C@]2([C@@](O1)(C)[C@H](O)[C@H]([C@@H]1[C@]2(C)CCCC1(C)C)OC(=O)C)O,"InChI=1S/C22H34O6/c1-8-19(5)12-14(24)22(26)20(6)11-9-10-18(3,4)16(20)15(27-13(2)23)17(25)21(22,7)28-19/h8,15-17,25-26H,1,9-12H2,2-7H3/t15-,16-,17+,19-,20-,21+,22-/m0/s1",0.5523
IMPHY003826,Coleonol D,C=C[C@@]1(C)CC(=O)[C@]2([C@@](O1)(C)[C@H](OC(=O)C)[C@H]([C@@H]1[C@]2(C)CCCC1(C)C)O)O,"InChI=1S/C22H34O6/c1-8-19(5)12-14(24)22(26)20(6)11-9-10-18(3,4)16(20)15(25)17(27-13(2)23)21(22,7)28-19/h8,15-17,25-26H,1,9-12H2,2-7H3/t15-,16-,17+,19-,20-,21+,22-/m0/s1",0.5523
IMPHY004041,"[(3R,4aR,5S,6S,6aS,10aS,10bS)-3-ethenyl-6,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate",C=C[C@@]1(C)CC(=O)[C@]2([C@@](O1)(C)[C@@H](OC(=O)C)[C@H]([C@@H]1[C@]2(C)CCCC1(C)C)O)O,"InChI=1S/C22H34O6/c1-8-19(5)12-14(24)22(26)20(6)11-9-10-18(3,4)16(20)15(25)17(27-13(2)23)21(22,7)28-19/h8,15-17,25-26H,1,9-12H2,2-7H3/t15-,16-,17-,19-,20-,21+,22-/m0/s1",0.5523
IMPHY009295,Pratenol B,OC(=O)CC(=O)/C(=C\C(=O)O)/C1=Cc2c(OC1)cc(cc2)O,"InChI=1S/C15H12O7/c16-10-2-1-8-3-9(7-22-13(8)4-10)11(5-14(18)19)12(17)6-15(20)21/h1-5,16H,6-7H2,(H,18,19)(H,20,21)/b11-5-",0.5521
IMPHY009528,9-Deoxyforskolin,C=C[C@@]1(C)CC(=O)[C@H]2[C@@](O1)(C)[C@@H](OC(=O)C)[C@H]([C@@H]1[C@]2(C)[C@@H](O)CCC1(C)C)O,"InChI=1S/C22H34O6/c1-8-20(5)11-13(24)16-21(6)14(25)9-10-19(3,4)17(21)15(26)18(27-12(2)23)22(16,7)28-20/h8,14-18,25-26H,1,9-11H2,2-7H3/t14-,15-,16+,17-,18-,20-,21+,22-/m0/s1",0.5519
IMPHY004655,Annomontine,Nc1nccc(n1)c1nccc2c1[nH]c1c2cccc1,"InChI=1S/C15H11N5/c16-15-18-8-6-12(20-15)14-13-10(5-7-17-14)9-3-1-2-4-11(9)19-13/h1-8,19H,(H2,16,18,20)",0.5518
IMPHY010950,Scholaricine,COC(=O)C1=C2Nc3c([C@@]42[C@@H]2C[C@H]1[C@@H](CN2CC4)[C@@H](O)C)cccc3O,"InChI=1S/C20H24N2O4/c1-10(23)12-9-22-7-6-20-13-4-3-5-14(24)17(13)21-18(20)16(19(25)26-2)11(12)8-15(20)22/h3-5,10-12,15,21,23-24H,6-9H2,1-2H3/t10-,11-,12-,15-,20+/m0/s1",0.5515
IMPHY011283,19-Epischolaricine,COC(=O)C1=C2Nc3c(C42[C@@H]2C[C@H]1[C@H](CN2CC4)[C@H](O)C)cccc3O,"InChI=1S/C20H24N2O4/c1-10(23)12-9-22-7-6-20-13-4-3-5-14(24)17(13)21-18(20)16(19(25)26-2)11(12)8-15(20)22/h3-5,10-12,15,21,23-24H,6-9H2,1-2H3/t10-,11+,12-,15+,20?/m1/s1",0.5515
IMPHY013269,Mopanin,Oc1ccc2c(c1)oc1-c3ccc(c(c3COc1c2=O)O)O,"InChI=1S/C16H10O6/c17-7-1-2-9-12(5-7)22-15-8-3-4-11(18)13(19)10(8)6-21-16(15)14(9)20/h1-5,17-19H,6H2",0.5512
IMPHY014487,p-Coumaroyl-d-serine,OC[C@H](C(=O)O)NC(=O)/C=C/c1ccc(cc1)O,"InChI=1S/C12H13NO5/c14-7-10(12(17)18)13-11(16)6-3-8-1-4-9(15)5-2-8/h1-6,10,14-15H,7H2,(H,13,16)(H,17,18)/b6-3+/t10-/m1/s1",0.5496
IMPHY008274,Hematoxylol,O=C1COc2c(-c3c(C1)cc(O)c(c3)O)ccc(c2O)O,"InChI=1S/C15H12O6/c16-8-3-7-4-12(18)13(19)5-10(7)9-1-2-11(17)14(20)15(9)21-6-8/h1-2,4-5,17-20H,3,6H2",0.5494
IMPHY006641,beta-Caesalpin,OC1C2C(Cc3c(C2(C)O)cco3)C2(C(C1O)(O)C(C)(C)CCC2=O)C,"InChI=1S/C20H28O6/c1-17(2)7-5-13(21)18(3)11-9-12-10(6-8-26-12)19(4,24)14(11)15(22)16(23)20(17,18)25/h6,8,11,14-16,22-25H,5,7,9H2,1-4H3",0.5493
IMPHY002755,Columbianine,CCN1C[C@]2(CO)CC[C@@H]([C@]34[C@H]1[C@H](C[C@H]23)[C@@]1(O)C[C@@H]([C@H]2C[C@@H]4[C@@H]1[C@H]2O)OC)O,"InChI=1S/C22H35NO5/c1-3-23-9-20(10-24)5-4-16(25)22-12-6-11-14(28-2)8-21(27,17(12)18(11)26)13(19(22)23)7-15(20)22/h11-19,24-27H,3-10H2,1-2H3/t11-,12-,13+,14+,15-,16+,17-,18+,19-,20+,21+,22-/m1/s1",0.5483
IMPHY003433,Dihydronorwogonin,Oc1cc(O)c2c(c1O)OC(CC2=O)c1ccccc1,"InChI=1S/C15H12O5/c16-9-6-11(18)14(19)15-13(9)10(17)7-12(20-15)8-4-2-1-3-5-8/h1-6,12,16,18-19H,7H2",0.5482
IMPHY008186,Lupinisoflavone B,Oc1ccc(c(c1)O)c1coc2c(c1=O)c(O)c1c(c2)OC(C1)C(O)(C)C,"InChI=1S/C20H18O7/c1-20(2,25)16-6-11-14(27-16)7-15-17(18(11)23)19(24)12(8-26-15)10-4-3-9(21)5-13(10)22/h3-5,7-8,16,21-23,25H,6H2,1-2H3",0.5472
IMPHY012839,Lupinisoflavone D,Oc1cc(O)c2c(c1)occ(c2=O)c1ccc2c(c1O)CC(O2)C(O)(C)C,"InChI=1S/C20H18O7/c1-20(2,25)16-7-11-14(27-16)4-3-10(18(11)23)12-8-26-15-6-9(21)5-13(22)17(15)19(12)24/h3-6,8,16,21-23,25H,7H2,1-2H3",0.5472
IMPHY006199,Thunberginol F,Oc1cc(ccc1O)/C=C/1\OC(=O)c2c1cccc2O,"InChI=1S/C15H10O5/c16-10-5-4-8(6-12(10)18)7-13-9-2-1-3-11(17)14(9)15(19)20-13/h1-7,16-18H/b13-7-",0.5471
IMPHY004614,Sulfuretin,Oc1ccc2c(c1)O/C(=C\c1ccc(c(c1)O)O)/C2=O,"InChI=1S/C15H10O5/c16-9-2-3-10-13(7-9)20-14(15(10)19)6-8-1-4-11(17)12(18)5-8/h1-7,16-18H/b14-6-",0.5469
IMPHY008580,Metasequirin A,Oc1ccc(cc1)[C@H]1[C@H](O)CO[C@@H]1[C@H](c1ccc(c(c1)O)O)O,"InChI=1S/C17H18O6/c18-11-4-1-9(2-5-11)15-14(21)8-23-17(15)16(22)10-3-6-12(19)13(20)7-10/h1-7,14-22H,8H2/t14-,15+,16+,17+/m1/s1",0.5469
IMPHY008183,Malkanguniol,OC[C@]12[C@@H](O)CC[C@H]([C@]32C[C@@H]([C@@H]([C@@H]1O)O)C(O3)(C)C)C,"InChI=1S/C15H26O5/c1-8-4-5-10(17)14(7-16)12(19)11(18)9-6-15(8,14)20-13(9,2)3/h8-12,16-19H,4-7H2,1-3H3/t8-,9+,10+,11+,12+,14+,15+/m1/s1",0.5466
IMPHY013814,"2',4',6'-Trihydroxyacetophenone",CC(=O)c1c(O)cc(cc1O)O,"InChI=1S/C8H8O4/c1-4(9)8-6(11)2-5(10)3-7(8)12/h2-3,10-12H,1H3",0.5466
IMPHY004388,Kaempferol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",0.5459
IMPHY004450,"5,7,2',6'-Tetrahydroxyflavone",Oc1cc(O)c2c(c1)oc(cc2=O)c1c(O)cccc1O,"InChI=1S/C15H10O6/c16-7-4-10(19)15-11(20)6-13(21-12(15)5-7)14-8(17)2-1-3-9(14)18/h1-6,16-19H",0.5459
IMPHY005581,2'-Hydroxygenistein,Oc1ccc(c(c1)O)c1coc2c(c1=O)c(O)cc(c2)O,"InChI=1S/C15H10O6/c16-7-1-2-9(11(18)3-7)10-6-21-13-5-8(17)4-12(19)14(13)15(10)20/h1-6,16-19H",0.5459
IMPHY005874,Norartocarpetin,Oc1ccc(c(c1)O)c1cc(=O)c2c(o1)cc(cc2O)O,"InChI=1S/C15H10O6/c16-7-1-2-9(10(18)3-7)13-6-12(20)15-11(19)4-8(17)5-14(15)21-13/h1-6,16-19H",0.5459
IMPHY006364,Dicumarol,O=c1oc2ccccc2c(c1Cc1c(=O)oc2c(c1O)cccc2)O,"InChI=1S/C19H12O6/c20-16-10-5-1-3-7-14(10)24-18(22)12(16)9-13-17(21)11-6-2-4-8-15(11)25-19(13)23/h1-8,20-21H,9H2",0.5459
IMPHY010707,Datiscetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccccc1O,"InChI=1S/C15H10O6/c16-7-5-10(18)12-11(6-7)21-15(14(20)13(12)19)8-3-1-2-4-9(8)17/h1-6,16-18,20H",0.5459
IMPHY008040,20-Hydroxyrutacridone epoxide,OCC1(CO1)C1Oc2c(C1)c1c(c(c2)O)c(=O)c2c(n1C)cccc2,"InChI=1S/C19H17NO5/c1-20-12-5-3-2-4-10(12)18(23)16-13(22)7-14-11(17(16)20)6-15(25-14)19(8-21)9-24-19/h2-5,7,15,21-22H,6,8-9H2,1H3",0.5455
IMPHY004240,meso-Secoisolariciresinol,OC[C@H]([C@@H](Cc1ccc(c(c1)OC)O)CO)Cc1ccc(c(c1)OC)O,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16+",0.5453
IMPHY004241,Secoisolariciresinol,OC[C@@H]([C@@H](Cc1ccc(c(c1)OC)O)CO)Cc1ccc(c(c1)OC)O,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",0.5453
IMPHY006508,N-Coumaroyl serotonin,O=C(/C=C/c1ccc(cc1)O)NCCc1c[nH]c2c1cc(O)cc2,"InChI=1S/C19H18N2O3/c22-15-4-1-13(2-5-15)3-8-19(24)20-10-9-14-12-21-18-7-6-16(23)11-17(14)18/h1-8,11-12,21-23H,9-10H2,(H,20,24)/b8-3+",0.5449
IMPHY003271,Malabarolide,O[C@@H]1C[C@H](O)C2[C@H]([C@@H]1O)C1(C)C[C@@H](OC(=O)C1(CC2)O)c1cocc1,"InChI=1S/C18H24O7/c1-17-7-13(9-3-5-24-8-9)25-16(22)18(17,23)4-2-10-11(19)6-12(20)15(21)14(10)17/h3,5,8,10-15,19-21,23H,2,4,6-7H2,1H3/t10?,11-,12+,13+,14+,15+,17?,18?/m0/s1",0.5438
IMPHY002018,"6,7-Dihydroxy-8-methoxycoumarin",COc1c(O)c(O)cc2c1oc(=O)cc2,"InChI=1S/C10H8O5/c1-14-10-8(13)6(11)4-5-2-3-7(12)15-9(5)10/h2-4,11,13H,1H3",0.5435
IMPHY004553,Fraxetin,COc1cc2ccc(=O)oc2c(c1O)O,"InChI=1S/C10H8O5/c1-14-6-4-5-2-3-7(11)15-10(5)9(13)8(6)12/h2-4,12-13H,1H3",0.5435
